date,NIFTY50,SENSEX,NIFTY50_return,NIFTY50_prev_return,NIFTY50_volatility,NIFTY50_direction,SENSEX_return,SENSEX_prev_return,SENSEX_volatility,SENSEX_direction,NIFTY50_next_day_return,INDIA_VIX,VIX_change,VIX_pct_change
2018-02-19,10378.400390625,33774.66015625,-0.0070952702880844,-0.0088771974425149,0.1407528072850059,-1,-0.0069661738690964,-0.0083945583990214,0.1440040223220146,-1,-0.0017358770846747,23.95985887058879,-2.3641650303160233,-0.08981016881065673
2018-02-20,10360.400390625,33703.58984375,-0.0017358770846747,-0.0070952702880844,0.1398114686977185,0,-0.0021064665660249,-0.0069661738690964,0.1418114618429809,-1,0.003569718731482,27.62623669397823,3.666377823389439,0.15302167859970117
2018-02-21,10397.4501953125,33844.859375,0.003569718731482,-0.0017358770846747,0.137364158989679,1,0.004182767742249,-0.0021064665660249,0.1397578690050913,1,-0.0014196242279203,23.294728599025852,-4.331508094952376,-0.1567896540862016
2018-02-22,10382.7001953125,33819.5,-0.0014196242279203,0.003569718731482,0.1336818707292035,0,-0.0007495637709889,0.004182767742249,0.1348080508968738,0,0.010381515779008,25.785914262929865,2.4911856639040124,0.10694203425955306
2018-02-23,10491.0498046875,34142.1484375,0.010381515779008,-0.0014196242279203,0.1333395880241739,1,0.0094950863903391,-0.0007495637709889,0.1347940086156145,1,0.0086886119084176,21.414618554657835,-4.371295708272029,-0.16952261857770368
2018-02-26,10582.599609375,34445.75,0.0086886119084176,0.010381515779008,0.1387307541476669,1,0.0088529770503726,0.0094950863903391,0.1402668827261271,1,-0.002677764703635,23.216703316969827,1.802084762311992,0.0841520832001943
2018-02-27,10554.2998046875,34346.390625,-0.002677764703635,0.0086886119084176,0.1387127701463001,-1,-0.0028886859222392,0.0088529770503726,0.1402553136229188,-1,-0.005839305714195,26.264999486368257,3.04829616939843,0.13129754589965126
2018-02-28,10492.849609375,34184.0390625,-0.005839305714195,-0.002677764703635,0.1362699798794047,-1,-0.0047380956741945,-0.0028886859222392,0.1367773305244236,-1,-0.0032933705438877,27.10393114793129,0.8389316615630342,0.03194104998930025
2018-03-01,10458.349609375,34046.94140625,-0.0032933705438877,-0.005839305714195,0.1353177120125071,-1,-0.0040186390350103,-0.0047380956741945,0.136061166242277,-1,-0.0095594759578815,25.874507763630653,-1.2294233843006381,-0.04535959664266165
2018-03-05,10358.849609375,33746.78125,-0.0095594759578815,-0.0032933705438877,0.1373988158682439,-1,-0.0088551596189001,-0.0040186390350103,0.1376700217979562,-1,-0.0106366569240448,25.50858502204791,-0.36592274158274307,-0.014142210739834238
2018-03-06,10249.25,33317.19921875,-0.0106366569240448,-0.0095594759578815,0.1396813013612096,-1,-0.0128112856948003,-0.0088551596189001,0.1416265990505892,-1,-0.0093170999384615,25.36592274494238,-0.14266227710552926,-0.005592716216215932
2018-03-07,10154.2001953125,33033.08984375,-0.0093170999384615,-0.0106366569240448,0.1213851111521393,-1,-0.0085639750913993,-0.0128112856948003,0.1230569409334138,-1,0.008672981093711,21.181467134479075,-4.184455610463306,-0.16496366611767077
2018-03-08,10242.650390625,33351.5703125,0.008672981093711,-0.0093170999384615,0.1254714832019317,1,0.0095950754712879,-0.0085639750913993,0.1281847108320171,1,-0.0015438368683495,23.10745990340375,1.9259927689246759,0.09092820420307701
2018-03-09,10226.849609375,33307.140625,-0.0015438368683495,0.008672981093711,0.1147221029909503,0,-0.0013330499031412,0.0095950754712879,0.1171371959200599,0,0.0188448453263506,22.550932757175453,-0.5565271462282979,-0.024084306477421213
2018-03-12,10421.400390625,33917.94140625,0.0188448453263506,-0.0015438368683495,0.1340797631496652,1,0.0181723122257035,-0.0013330499031412,0.1347051707762379,1,0.0005227507223954,27.52222076740435,4.971288010228896,0.22044711248793414
2018-03-13,10426.849609375,33856.78125,0.0005227507223954,0.0188448453263506,0.1293628733201731,0,-0.0018048077647406,0.0181723122257035,0.1298774559387926,0,-0.0015308007692338,25.623523911154233,-1.8986968562501154,-0.068987777995692
2018-03-14,10410.900390625,33835.73828125,-0.0015308007692338,0.0005227507223954,0.1232187559933189,0,-0.0006217221510896,-0.0018048077647406,0.1234112967517266,0,-0.0048866185464449,20.79579528860642,-4.827728622547813,-0.1884100188282941
2018-03-15,10360.150390625,33685.5390625,-0.0048866185464449,-0.0015308007692338,0.1203949476035145,-1,-0.0044489521644723,-0.0006217221510896,0.1198342920355867,-1,-0.0160545978679463,24.68766269914104,3.891867410534619,0.1871468417784865
2018-03-16,10195.150390625,33176.0,-0.0160545978679463,-0.0048866185464449,0.1312407188696257,-1,-0.015241914383393,-0.0044489521644723,0.1294246278620461,-1,-0.0099462005278247,24.35390732612994,-0.33375537301110114,-0.013519115887090982
2018-03-19,10094.25,32923.12109375,-0.0099462005278247,-0.0160545978679463,0.1327426022572128,-1,-0.0076515431921266,-0.015241914383393,0.1295296503752785,-1,0.0029774200184666,23.920416225109363,-0.4334911010205751,-0.0177996530583604
2018-03-20,10124.349609375,32996.76171875,0.0029774200184666,-0.0099462005278247,0.1314426481121136,1,0.0022342471646408,-0.0076515431921266,0.1280888593936107,1,0.0030474383256294,26.367617388893095,2.447201163783731,0.10230596076396425
2018-03-21,10155.25,33136.1796875,0.0030474383256294,0.0029774200184666,0.1307139731540537,1,0.0042163004494781,0.0022342471646408,0.1278688075096154,1,-0.0039960585982851,27.13339636039727,0.7657789715041758,0.029042403043467502
2018-03-22,10114.75,33006.26953125,-0.0039960585982851,0.0030474383256294,0.1311005751722493,-1,-0.0039281981491534,0.0042163004494781,0.1282389870610097,-1,-0.0116047001015945,26.97261775545733,-0.16077860493994223,-0.0059254876464565065
2018-03-23,9998.0498046875,32596.5390625,-0.0116047001015945,-0.0039960585982851,0.1347164429982502,-1,-0.0124914102070182,-0.0039281981491534,0.1326864619198777,-1,0.0131754661607952,23.793209253379743,-3.1794085020775853,-0.11787541464840956
2018-03-26,10130.650390625,33066.41015625,0.0131754661607952,-0.0116047001015945,0.1444597684376173,1,0.0143118492112563,-0.0124914102070182,0.1439534077356274,1,0.0052671078846415,25.8275520920593,2.0343428386795566,0.08550098547091056
2018-03-27,10184.150390625,33174.390625,0.0052671078846415,0.0131754661607952,0.1403341807925607,1,0.0032602433280343,0.0143118492112563,0.139745218392967,1,-0.0069416688147598,26.6959449420632,0.8683928500039002,0.033622731527502614
2018-03-28,10113.7001953125,32968.6796875,-0.0069416688147598,0.0052671078846415,0.13655101652555,-1,-0.0062202011424471,0.0032602433280343,0.1355443787406719,-1,0.0096529355844099,27.606191906799715,0.9102469647365155,0.034096825068825165
2018-04-02,10211.7998046875,33255.359375,0.0096529355844099,-0.0069416688147598,0.1425105523332394,1,0.008657927916866,-0.0062202011424471,0.1404952251485313,1,0.0032458864317621,25.29270675763336,-2.313485149166354,-0.08380312492852438
2018-04-03,10245.0,33370.62890625,0.0032458864317621,0.0096529355844099,0.142557055477915,1,0.003460200718478,0.008657927916866,0.1410111889404058,1,-0.0114463840308595,25.884387594463867,0.5916808368305055,0.023393337949167314
2018-04-04,10128.400390625,33019.0703125,-0.0114463840308595,0.0032458864317621,0.1468432705593415,-1,-0.0105908562311498,0.003460200718478,0.1444926235587934,-1,0.0192393067589805,24.47165710792209,-1.4127304865417756,-0.05457847829646656
2018-04-05,10325.150390625,33596.80078125,0.0192393067589805,-0.0114463840308595,0.1602674172906693,1,0.0173455647812489,-0.0105908562311498,0.1556694537889107,1,0.0006244175835545,25.634328480905587,1.162671372983496,0.04751093756569147
2018-04-06,10331.599609375,33626.96875,0.0006244175835545,0.0192393067589805,0.1556693893794544,0,0.000897538801694,0.0173455647812489,0.1487804361775287,0,0.0046110957157475,29.191990582733837,3.5576621018282495,0.1387850711392058
2018-04-09,10379.349609375,33788.5390625,0.0046110957157475,0.0006244175835545,0.1521740010177266,1,0.0047932776030093,0.000897538801694,0.1457587566868191,1,0.0022039111834326,29.929880158914308,0.7378895761804714,0.025277124356737346
2018-04-10,10402.25,33880.25,0.0022039111834326,0.0046110957157475,0.1497180178311919,1,0.0027105847443898,0.0047932776030093,0.1426062186965973,1,0.0014313950343946,26.827781539958522,-3.102098618955786,-0.10364554092716127
2018-04-11,10417.150390625,33940.44140625,0.0014313950343946,0.0022039111834326,0.1495016917039834,0,0.0017750164678541,0.0027105847443898,0.1424408212779012,0,0.0039759006232568,28.957234966182387,2.129453426223865,0.07937493538376095
2018-04-12,10458.650390625,34101.12890625,0.0039759006232568,0.0014313950343946,0.1351726040820249,1,0.0047232242874848,0.0017750164678541,0.1288603934739382,1,0.00209646733185,26.240532458297757,-2.71670250788463,-0.09381774575705593
2018-04-13,10480.599609375,34192.6484375,0.00209646733185,0.0039759006232568,0.1353341972352558,1,0.0026801734973282,0.0047232242874848,0.1288930185682874,1,0.0045456897177942,24.24318021431533,-1.9973522439824265,-0.07611706230262971
2018-04-16,10528.349609375,34305.4296875,0.0045456897177942,0.00209646733185,0.1359651781274978,1,0.0032929785769486,0.0026801734973282,0.1291882486078852,1,0.0019310664870136,26.319309023766607,2.0761288094512764,0.08563764287926823
2018-04-17,10548.7001953125,34395.05859375,0.0019310664870136,0.0045456897177942,0.1345844426729144,0,0.0026092669599256,0.0032929785769486,0.1279817829850335,1,-0.002135242220041,28.53451740022338,2.215208376456772,0.08416666161168651
2018-04-18,10526.2001953125,34331.6796875,-0.002135242220041,0.0019310664870136,0.1204377878307028,-1,-0.0018443745709875,0.0026092669599256,0.1142462542413789,0,0.0037076219486611,23.972126704850375,-4.562390695373004,-0.159890235092509
2018-04-19,10565.2998046875,34427.2890625,0.0037076219486611,-0.002135242220041,0.1131218698353486,1,0.0027810026345121,-0.0018443745709875,0.1091695733812567,1,-0.000118318833714,26.44147429516287,2.469347590312495,0.10300911640905275
2018-04-20,10564.0498046875,34415.578125,-0.000118318833714,0.0037076219486611,0.1133521805042124,0,-0.000340222250798,0.0027810026345121,0.1095015769699974,0,0.0019528716532068,18.09572784224175,-8.34574645292112,-0.3156309046824922
2018-04-23,10584.7001953125,34450.76953125,0.0019528716532068,-0.000118318833714,0.1132911135895218,0,0.0010220204936336,-0.000340222250798,0.1092475003598302,0,0.0027972417319144,24.97291636770263,6.87718852546088,0.38004486945295013
2018-04-24,10614.349609375,34616.640625,0.0027972417319144,0.0019528716532068,0.1112066970934152,1,0.0048031745295941,0.0010220204936336,0.1076006308953641,1,-0.0041350082660198,23.29476384581786,-1.678152521884769,-0.06719890048785482
2018-04-25,10570.5498046875,34501.26953125,-0.0041350082660198,0.0027972417319144,0.1020779351167966,-1,-0.0033383879992459,0.0048031745295941,0.0958059603785568,-1,0.0044600055402558,21.609778810747926,-1.6849850350699356,-0.07233320956685474
2018-04-26,10617.7998046875,34713.6015625,0.0044600055402558,-0.0041350082660198,0.0949739124217331,1,0.0061354646473663,-0.0033383879992459,0.0871168300961644,1,0.0069920183274944,21.680912795244314,0.07113398449638808,0.0032917497730706735
2018-04-27,10692.2998046875,34969.69921875,0.0069920183274944,0.0044600055402558,0.0958513533249457,1,0.0073503639010071,0.0061354646473663,0.0888117397481195,1,0.0043906914829232,17.609997503292785,-4.070915291951529,-0.18776494008335665
2018-04-30,10739.349609375,35160.359375,0.0043906914829232,0.0069920183274944,0.0899112708051836,1,0.0054373439808049,0.0073503639010071,0.0833889718394674,1,-0.0019853115722468,20.551783304843337,2.9417858015505516,0.1670520283151935
2018-05-02,10718.0498046875,35176.421875,-0.0019853115722468,0.0043906914829232,0.087844494681452,0,0.0004567311723331,0.0054373439808049,0.0812705868633164,0,-0.0035891198524198,21.498674611168692,0.9468913063253552,0.04607343763215943
2018-05-03,10679.650390625,35103.140625,-0.0035891198524198,-0.0019853115722468,0.0900835238707685,-1,-0.0020854221042783,0.0004567311723331,0.0828500131203817,-1,-0.0057658792280254,23.964140476559884,2.4654658653911916,0.11467990050467414
2018-05-04,10618.25,34915.37890625,-0.0057658792280254,-0.0035891198524198,0.0811202288608328,-1,-0.0053632144773329,-0.0020854221042783,0.0740226134047499,-1,0.0091170725845766,19.075482449535983,-4.888658027023901,-0.20399888874819683
2018-05-07,10715.5,35208.140625,0.0091170725845766,-0.0057658792280254,0.0589587701876463,1,0.0083499351340374,-0.0053632144773329,0.0558671785105119,1,0.0002146010849736,16.278889812978257,-2.796592636557726,-0.1466066530142075
2018-05-08,10717.7998046875,35216.3203125,0.0002146010849736,0.0091170725845766,0.0590758210707867,0,0.0002322967738167,0.0083499351340374,0.0561141948389929,0,0.0022274890381628,16.904068019909598,0.6251782069313414,0.0384042286736852
2018-05-09,10741.7001953125,35319.3515625,0.0022274890381628,0.0002146010849736,0.0581904455624896,1,0.0029213962393308,0.0002322967738167,0.0553938572879333,1,-0.0023441242544579,19.649848791653106,2.745780771743508,0.16243313553338345
2018-05-10,10716.5498046875,35246.26953125,-0.0023441242544579,0.0022274890381628,0.0597413761204403,-1,-0.0020713218773206,0.0029213962393308,0.0571883064058052,-1,0.008358547680564,18.6316398313634,-1.018208960289705,-0.05181764862853411
2018-05-11,10806.5,35535.7890625,0.008358547680564,-0.0023441242544579,0.0643994255538646,1,0.0081806364952363,-0.0020713218773206,0.0612011003747604,1,9.217500201396874e-06,17.380422147852382,-1.251217683511019,-0.06715553192504253
2018-05-14,10806.599609375,35556.7109375,9.217500201396874e-06,0.008358547680564,0.0641352768666005,0,0.0005885817942539,0.0081806364952363,0.0607164822171144,0,-0.00043964284789,19.440062552886765,2.059640405034383,0.11850347405335504
2018-05-15,10801.849609375,35543.94140625,-0.00043964284789,9.217500201396874e-06,0.0644680678466944,0,-0.0003591958995132,0.0005885817942539,0.0611924283545344,0,-0.0056399112687945,18.64096188336552,-0.7991006695212448,-0.04110586925053805
2018-05-16,10741.099609375,35387.87890625,-0.0056399112687945,-0.00043964284789,0.0678478950263754,-1,-0.0044003594193503,-0.0003591958995132,0.0646078149872994,-1,-0.0054518394722826,20.722079483703318,2.081117600337798,0.11164217884029415
2018-05-17,10682.7001953125,35149.12109375,-0.0054518394722826,-0.0056399112687945,0.0712417919997979,-1,-0.006769744229099,-0.0044003594193503,0.0704464033024231,-1,-0.0081112711974543,17.720073012225086,-3.002006471478232,-0.14486994289540933
2018-05-18,10596.400390625,34848.30078125,-0.0081112711974543,-0.0054518394722826,0.0769157275357047,-1,-0.0085952355513046,-0.006769744229099,0.0774534574680867,-1,-0.0075498691977662,19.036248460374935,1.316175448149849,0.07427596078423715
2018-05-21,10516.7001953125,34616.12890625,-0.0075498691977662,-0.0081112711974543,0.0804660505460237,-1,-0.0066846511397374,-0.0085952355513046,0.0811203385111203,-1,0.0018999311888009,19.262388748338054,0.22614028796311914,0.011879456628959506
2018-05-22,10536.7001953125,34651.23828125,0.0018999311888009,-0.0075498691977662,0.0808010759186714,0,0.0010137350221979,-0.0066846511397374,0.08112959848344,0,-0.01014463160082,17.153077695602903,-2.1093110527351513,-0.10950412642446239
2018-05-23,10430.349609375,34344.91015625,-0.01014463160082,0.0018999311888009,0.0874758815967906,-1,-0.008879630086903,0.0010137350221979,0.0870895640481796,-1,0.0079736104042513,21.33982871380821,4.186751018205307,0.24408162153189328
2018-05-24,10513.849609375,34663.109375,0.0079736104042513,-0.01014463160082,0.0918133970835132,1,0.0092221592822995,-0.008879630086903,0.0914883299356287,1,0.0086463705716234,21.7034502527111,0.3636215389028905,0.017039571581359825
2018-05-25,10605.150390625,34924.87109375,0.0086463705716234,0.0079736104042513,0.0959381536936775,1,0.0075232231659569,0.0092221592822995,0.0940987036756248,1,0.0078426983374126,21.60404228265267,-0.09940797005842938,-0.0045802841898840985
2018-05-28,10688.650390625,35165.48046875,0.0078426983374126,0.0086463705716234,0.0985310273819998,1,0.0068657187413395,0.0075232231659569,0.0946740669339094,1,-0.0051918994055849,21.383928471449686,-0.22011381120298523,-0.010188547509913382
2018-05-29,10633.2998046875,34949.23828125,-0.0051918994055849,0.0078426983374126,0.0971606003936757,-1,-0.0061682590182534,0.0068657187413395,0.0941381053478174,-1,-0.0017837455774774,18.885318555266743,-2.498609916182943,-0.11684522418408338
2018-05-30,10614.349609375,34906.109375,-0.0017837455774774,-0.0051918994055849,0.095778365704599,0,-0.0012348063012237,-0.0061682590182534,0.0920721604621725,0,0.0114097658238058,20.73654592492918,1.851227369662439,0.09802468326096458
2018-05-31,10736.150390625,35322.37890625,0.0114097658238058,-0.0017837455774774,0.1041377431811477,1,0.0118548588060421,-0.0012348063012237,0.1013249424429294,1,-0.0037280317361382,21.72834528506123,0.991799360132049,0.04782857105144611
2018-06-01,10696.2001953125,35227.26171875,-0.0037280317361382,0.0114097658238058,0.1042005104940269,-1,-0.0026964629242542,0.0118548588060421,0.1015203052750848,-1,-0.00634948413268,20.815496510959452,-0.9128487741017786,-0.04201188641499476
2018-06-04,10628.5,35011.890625,-0.00634948413268,-0.0037280317361382,0.1046313329407581,-1,-0.0061325275586088,-0.0026964629242542,0.1020818689384223,-1,-0.0033314696471618,22.14056187074379,1.3250653597843396,0.0636576388695167
2018-06-05,10593.150390625,34903.2109375,-0.0033314696471618,-0.00634948413268,0.0998081563350707,-1,-0.0031089070202668,-0.0061325275586088,0.0980977795660443,-1,0.0086005659099089,22.78891734713615,0.6483554763923571,0.029283605365457488
2018-06-06,10684.650390625,35178.87890625,0.0086005659099089,-0.0033314696471618,0.1047209337774077,1,0.0078670425248139,-0.0031089070202668,0.1022107249661205,1,0.0078030712197688,26.244465180161832,3.4555478330256832,0.1516328213573488
2018-06-07,10768.349609375,35463.078125,0.0078030712197688,0.0086005659099089,0.1080426671389456,1,0.0080462309933125,0.0078670425248139,0.1055747482939586,1,-6.49348765086917e-05,23.15342233955824,-3.091042840603592,-0.117778846678122
2018-06-08,10767.650390625,35443.671875,-6.49348765086917e-05,0.0078030712197688,0.1076760941203505,0,-0.000547373853252,0.0080462309933125,0.1052944625250888,0,0.0017907833428202,23.282710193480575,0.12928785392233522,0.00558396301100772
2018-06-11,10786.9501953125,35483.46875,0.0017907833428202,-6.49348765086917e-05,0.1037586416106819,0,0.0011221904288175,-0.000547373853252,0.101375424573133,0,0.0051687522786096,22.226972329535855,-1.0557378639447208,-0.04534428574558036
2018-06-12,10842.849609375,35692.51953125,0.0051687522786096,0.0017907833428202,0.1053456914500196,1,0.0058742108800869,0.0011221904288175,0.1034406812109892,1,0.0012765783569831,18.697026714403876,-3.529945615131979,-0.15881360550583323
2018-06-13,10856.7001953125,35739.16015625,0.0012765783569831,0.0051687522786096,0.1053904592467817,0,0.0013058808593654,0.0058742108800869,0.1034918127196434,0,-0.0044912101364749,22.486018173779737,3.788991459375861,0.20265208566327209
2018-06-14,10808.0498046875,35599.8203125,-0.0044912101364749,0.0012765783569831,0.1046553447562598,-1,-0.0039064203056901,0.0013058808593654,0.1032253071102556,-1,0.0008924907821071,22.58599489550803,0.09997672172829297,0.004446172770814272
2018-06-15,10817.7001953125,35622.140625,0.0008924907821071,-0.0044912101364749,0.1025515317781069,0,0.0006267817660991,-0.0039064203056901,0.0999856904204504,0,-0.0016514905857463,27.181637402781263,4.595642507273233,0.2034731048392837
2018-06-18,10799.849609375,35548.26171875,-0.0016514905857463,0.0008924907821071,0.0979786190028856,0,-0.0020761139561791,0.0006267817660991,0.0948182950297471,-1,-0.0083122903559554,21.413139970726313,-5.76849743205495,-0.21222038049351322
2018-06-19,10710.4501953125,35286.73828125,-0.0083122903559554,-0.0016514905857463,0.098839468255902,-1,-0.0073840509854958,-0.0020761139561791,0.0955556685890413,-1,0.0057348798513441,22.487041510257423,1.0739015395311107,0.050151521028640955
2018-06-20,10772.0498046875,35547.328125,0.0057348798513441,-0.0083122903559554,0.100226357746167,1,0.0073577879288954,-0.0073840509854958,0.0981317694253458,1,-0.0028773301453849,21.953212235206216,-0.5338292750512075,-0.023739417869073742
2018-06-21,10741.099609375,35432.390625,-0.0028773301453849,0.0057348798513441,0.0928902292097538,-1,-0.0032386039980098,0.0073577879288954,0.0926099117271313,-1,0.0074897340489533,18.951666845736316,-3.0015453894699,-0.13672465593241712
2018-06-22,10821.849609375,35689.6015625,0.0074897340489533,-0.0028773301453849,0.0924728242054659,1,0.0072329823994698,-0.0032386039980098,0.0907535419428634,1,-0.0055039602444048,23.532928049576633,4.581261203840317,0.24173394568040307
