date,article_count,daily_fear,daily_greed,daily_uncertainty,daily_optimism,fear_std,greed_std,uncertainty_std,optimism_std,fnei_simple,fnei_weighted,fnei_ratio,fnei_raw,fnei,fnei_category
2018-02-09,1,0.0,1.0,0.0,1.0,,,,,100.0,100.0,100.0,100.0,48.51571964285715,Neutral
2018-02-10,1,1.0,0.0,0.16975500000000002,0.0,,,,,20.756124999999997,12.453674999999999,0.0,12.453674999999999,47.821716071428575,Neutral
2018-02-11,1,0.06825,1.0,0.045500000000000006,0.0,,,,,72.15625,62.9525,89.78675645342312,62.9525,46.4635875,Neutral
2018-02-13,1,0.0,0.10548500000000001,0.9950980392156863,1.0,,,,,52.759674019607836,58.23807941176471,52.62753146920415,58.23807941176471,45.04060777310924,Neutral
2018-02-16,1,0.1012725,0.0,0.272965,0.0,,,,,40.6440625,28.880075000000005,0.0,28.880075000000005,46.496689915966385,Neutral
2018-02-19,1,0.06825,1.0,0.045500000000000006,0.0,,,,,72.15625,62.9525,89.78675645342312,62.9525,55.489904201680666,Neutral
2018-02-20,1,0.134415,0.0,1.0,0.0,,,,,21.639625000000002,17.3117,0.0,17.3117,48.96978991596638,Neutral
2018-02-22,1,1.0,0.9903846153846154,1.0,0.0,,,,,24.759615384615387,29.71153846153846,33.11897106109325,29.71153846153846,38.9285811247576,Fear
2018-02-25,1,0.0,0.17433,0.0,1.0,,,,,79.35825000000001,75.2299,100.0,75.2299,47.89661326761474,Neutral
2018-02-28,1,0.065625,0.0,1.0,0.0,,,,,23.359375,18.6875,0.0,18.6875,41.57304183904331,Neutral
2023-12-15,1,0.0,0.0,0.0,0.0,,,,,50.0,35.0,0.0,35.0,38.25331620879121,Fear
2024-04-23,13,0.19018384615384615,0.29320115384615386,0.06607961538461539,0.25978346153846155,0.3698815883391706,0.4164704304987422,0.12817352457478526,0.3443820642598773,57.418028846153845,48.093584615384614,68.33313926270588,48.093584615384614,40.99810329670329,Neutral
2024-08-26,1,0.0,0.0,0.0,0.0,,,,,50.0,35.0,0.0,35.0,37.00488901098901,Fear
2024-09-02,1,0.0,0.0,0.0,0.0,,,,,50.0,35.0,0.0,35.0,39.53178901098901,Fear
2025-04-22,1,0.0,0.0,0.0,0.0,,,,,50.0,35.0,0.0,35.0,40.28728351648351,Neutral
2026-02-19,1,0.0,1.0,1.0,0.12644999999999998,,,,,53.16125,54.42575000000001,52.97326530132379,54.42575000000001,37.315262087912096,Fear
2026-06-16,1,0.0,1.0,0.0,0.0,,,,,75.0,65.0,100.0,65.0,43.93133351648352,Neutral
2026-08-17,2,0.0,0.08020000000000001,0.0,0.1203,0.0,0.11341992770232223,0.0,0.17012989155348335,55.012499999999996,41.61650000000001,100.0,41.61650000000001,44.876547802197805,Neutral
2026-08-18,1,0.0,0.0,0.0,0.0,,,,,50.0,35.0,0.0,35.0,43.00603571428571,Neutral
2026-08-19,2,0.0770625,1.0,0.051375000000000004,0.5,0.10898283265037664,0.0,0.07265522176691776,0.7071067811865476,84.2890625,80.188125,92.11283822682786,80.188125,49.46148214285714,Neutral
2026-08-20,5,0.014569500000000003,0.241775,0.20512000000000002,0.0817545,0.01999899125581088,0.4271437489592936,0.4444896759206,0.07965567345613242,52.596,41.7464675,59.557839471741595,41.7464675,50.425263214285714,Neutral
2026-08-21,111,0.13029168890815948,0.35777753588259253,0.17131129335793754,0.25711783834616336,0.27459037996427177,0.43551721756960554,0.3169199011947031,0.3713433862482716,57.83230979906647,49.55694724006124,67.09181417197763,49.55694724006124,52.50482710572304,Neutral
2026-08-22,74,0.09660445242609497,0.28919295008682144,0.16786790497259896,0.22505730274629468,0.23163428765008715,0.38817917733019125,0.32197542205181445,0.3298818536439402,56.24444738586055,47.10268647561408,66.03766810880632,47.10268647561408,51.458675173667906,Neutral
